Pkey,Year,Quarter,Year ending,Airport of departure,Purpose of visit,Age band,Total visitor spend,Total visitors
10280,2002,1,YEMar 2002,Wellington,Other,35 - 39,80875.66,325
10281,2002,1,YEMar 2002,Wellington,Other,40 - 44,2961693.97,1457
10282,2002,1,YEMar 2002,Wellington,Other,45 - 49,3653162.24,664
10283,2002,1,YEMar 2002,Wellington,Other,50 - 54,,
10284,2002,1,YEMar 2002,Wellington,Other,55 - 59,189201.74,149
10285,2002,1,YEMar 2002,Wellington,Other,60 - 64,1171569.58,421
10286,2002,1,YEMar 2002,Wellington,Other,65 - 69,990641.2,450
10287,2002,1,YEMar 2002,Wellington,Other,70 - 74,,
10288,2002,1,YEMar 2002,Wellington,Other,75 or older,,
10289,2002,1,YEMar 2002,Wellington,Other,Rather not say,,
10290,2002,1,YEMar 2002,Wellington,Other,Under 20,,
10291,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,20 - 24,5101659.15,4220
10292,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,25 - 29,9140288.18,5192
10293,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,30 - 34,12685869.68,4659
10294,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,35 - 39,2298643.74,2617
10295,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,40 - 44,13596152.15,3883
10296,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,45 - 49,5013335.45,3202
10297,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,50 - 54,2848209.21,1705
10298,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,55 - 59,6176675.18,3980
10299,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,60 - 64,2566650.12,1456
10300,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,65 - 69,7152440.75,3649
10301,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,70 - 74,,
10302,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,75 or older,,
10303,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,Rather not say,,
10304,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,Under 20,1121647.99,687
10305,2003,1,YEMar 2003,Auckland,Business,20 - 24,8227562.28,3401
10306,2003,1,YEMar 2003,Auckland,Business,25 - 29,41628817.81,11125
10307,2003,1,YEMar 2003,Auckland,Business,30 - 34,90231997.97,31719
10308,2003,1,YEMar 2003,Auckland,Business,35 - 39,105149534.8,26676
10309,2003,1,YEMar 2003,Auckland,Business,40 - 44,67566760.04,31687
10310,2003,1,YEMar 2003,Auckland,Business,45 - 49,120016384.3,31702
10311,2003,1,YEMar 2003,Auckland,Business,50 - 54,53887749.48,24830
10312,2003,1,YEMar 2003,Auckland,Business,55 - 59,41556001.54,16182
10313,2003,1,YEMar 2003,Auckland,Business,60 - 64,22355558.39,7705
10314,2003,1,YEMar 2003,Auckland,Business,65 - 69,4298842.76,2931
10315,2003,1,YEMar 2003,Auckland,Business,70 - 74,,
10316,2003,1,YEMar 2003,Auckland,Business,75 or older,,
10317,2003,1,YEMar 2003,Auckland,Business,Rather not say,167967.19,297
10318,2003,1,YEMar 2003,Auckland,Business,Under 20,,
10319,2003,1,YEMar 2003,Auckland,Holiday / vacation,20 - 24,231693271.5,70403
10320,2003,1,YEMar 2003,Auckland,Holiday / vacation,25 - 29,362315521,109951
10321,2003,1,YEMar 2003,Auckland,Holiday / vacation,30 - 34,279844445.6,82040
10322,2003,1,YEMar 2003,Auckland,Holiday / vacation,35 - 39,284654734.1,59523
10323,2003,1,YEMar 2003,Auckland,Holiday / vacation,40 - 44,205053995.8,48322
10324,2003,1,YEMar 2003,Auckland,Holiday / vacation,45 - 49,300859282.5,63038
10325,2003,1,YEMar 2003,Auckland,Holiday / vacation,50 - 54,333799192.3,82713
10326,2003,1,YEMar 2003,Auckland,Holiday / vacation,55 - 59,241394960.1,69544
10327,2003,1,YEMar 2003,Auckland,Holiday / vacation,60 - 64,303954389.2,67844
10328,2003,1,YEMar 2003,Auckland,Holiday / vacation,65 - 69,420586054.1,82932
10329,2003,1,YEMar 2003,Auckland,Holiday / vacation,70 - 74,,
10330,2003,1,YEMar 2003,Auckland,Holiday / vacation,75 or older,,
10331,2003,1,YEMar 2003,Auckland,Holiday / vacation,Rather not say,8176574.29,2362
10332,2003,1,YEMar 2003,Auckland,Holiday / vacation,Under 20,104863992.1,38374
10333,2003,1,YEMar 2003,Auckland,Other,20 - 24,89895662.9,8534
10334,2003,1,YEMar 2003,Auckland,Other,25 - 29,47806113.26,9292
10335,2003,1,YEMar 2003,Auckland,Other,30 - 34,75249772.72,10750
10336,2003,1,YEMar 2003,Auckland,Other,35 - 39,24146582.35,7578
10337,2003,1,YEMar 2003,Auckland,Other,40 - 44,61578126.47,14753
10338,2003,1,YEMar 2003,Auckland,Other,45 - 49,38762835.57,9812
10339,2003,1,YEMar 2003,Auckland,Other,50 - 54,22336756.98,11256
10340,2003,1,YEMar 2003,Auckland,Other,55 - 59,11752412.93,7141
10341,2003,1,YEMar 2003,Auckland,Other,60 - 64,7569168.56,4181
10342,2003,1,YEMar 2003,Auckland,Other,65 - 69,20822746.51,3579
10343,2003,1,YEMar 2003,Auckland,Other,70 - 74,,
10344,2003,1,YEMar 2003,Auckland,Other,75 or older,,
10345,2003,1,YEMar 2003,Auckland,Other,Rather not say,3701175.5,571
10346,2003,1,YEMar 2003,Auckland,Other,Under 20,45456157.89,10112
10347,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,20 - 24,82209044.02,31289
10348,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,25 - 29,125294003.9,31082
10349,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,30 - 34,150619516.5,25845
10350,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,35 - 39,91369698.28,23848
10351,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,40 - 44,83231180.75,27951
10352,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,45 - 49,124581338.7,35010
10353,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,50 - 54,146750778.1,28701
10354,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,55 - 59,129096266,30001
10355,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,60 - 64,140926893.6,20896
10356,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,65 - 69,128734637.1,30990
10357,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,70 - 74,,
10358,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,75 or older,,
10359,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,Rather not say,5735277.44,974
10360,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,Under 20,20295880.96,8900
10361,2003,1,YEMar 2003,Christchurch,Business,20 - 24,554743.86,319
10362,2003,1,YEMar 2003,Christchurch,Business,25 - 29,8115200.36,3118
10363,2003,1,YEMar 2003,Christchurch,Business,30 - 34,6049550.2,2247
10364,2003,1,YEMar 2003,Christchurch,Business,35 - 39,8208896,3943
10365,2003,1,YEMar 2003,Christchurch,Business,40 - 44,7314660.12,3207
10366,2003,1,YEMar 2003,Christchurch,Business,45 - 49,7735407.01,2908
10367,2003,1,YEMar 2003,Christchurch,Business,50 - 54,8861550.9,2307
10368,2003,1,YEMar 2003,Christchurch,Business,55 - 59,3665698.03,1654
10369,2003,1,YEMar 2003,Christchurch,Business,60 - 64,,
10370,2003,1,YEMar 2003,Christchurch,Business,65 - 69,,
10371,2003,1,YEMar 2003,Christchurch,Business,70 - 74,,
10372,2003,1,YEMar 2003,Christchurch,Business,75 or older,,
10373,2003,1,YEMar 2003,Christchurch,Business,Rather not say,,
10374,2003,1,YEMar 2003,Christchurch,Business,Under 20,,
10375,2003,1,YEMar 2003,Christchurch,Holiday / vacation,20 - 24,160561716.1,42610
10376,2003,1,YEMar 2003,Christchurch,Holiday / vacation,25 - 29,146071149.1,44500
10377,2003,1,YEMar 2003,Christchurch,Holiday / vacation,30 - 34,106544292.9,30471
10378,2003,1,YEMar 2003,Christchurch,Holiday / vacation,35 - 39,53129814.64,14371
10379,2003,1,YEMar 2003,Christchurch,Holiday / vacation,40 - 44,65823921.78,19022
10380,2003,1,YEMar 2003,Christchurch,Holiday / vacation,45 - 49,72104992.83,20008
10381,2003,1,YEMar 2003,Christchurch,Holiday / vacation,50 - 54,86545898.01,21335
10382,2003,1,YEMar 2003,Christchurch,Holiday / vacation,55 - 59,99886742.32,17018
10383,2003,1,YEMar 2003,Christchurch,Holiday / vacation,60 - 64,77893905.25,15230
10384,2003,1,YEMar 2003,Christchurch,Holiday / vacation,65 - 69,134885874.3,22234
10385,2003,1,YEMar 2003,Christchurch,Holiday / vacation,70 - 74,,
10386,2003,1,YEMar 2003,Christchurch,Holiday / vacation,75 or older,,
10387,2003,1,YEMar 2003,Christchurch,Holiday / vacation,Rather not say,,
10388,2003,1,YEMar 2003,Christchurch,Holiday / vacation,Under 20,46275306.31,15386
10389,2003,1,YEMar 2003,Christchurch,Other,20 - 24,1100075.55,385
10390,2003,1,YEMar 2003,Christchurch,Other,25 - 29,15677004.14,2689
10391,2003,1,YEMar 2003,Christchurch,Other,30 - 34,2458837.31,574
10392,2003,1,YEMar 2003,Christchurch,Other,35 - 39,15399694.5,5635
10393,2003,1,YEMar 2003,Christchurch,Other,40 - 44,3358527.3,1279
10394,2003,1,YEMar 2003,Christchurch,Other,45 - 49,5626008.3,2492
10395,2003,1,YEMar 2003,Christchurch,Other,50 - 54,,
10396,2003,1,YEMar 2003,Christchurch,Other,55 - 59,3501375.98,1705
10397,2003,1,YEMar 2003,Christchurch,Other,60 - 64,,
10398,2003,1,YEMar 2003,Christchurch,Other,65 - 69,1164740.3,870
10399,2003,1,YEMar 2003,Christchurch,Other,70 - 74,,
10400,2003,1,YEMar 2003,Christchurch,Other,75 or older,,
10401,2003,1,YEMar 2003,Christchurch,Other,Rather not say,,
10402,2003,1,YEMar 2003,Christchurch,Other,Under 20,1162844.82,572
10403,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,20 - 24,12295537.48,3532
10404,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,25 - 29,18879380.88,5353
10405,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,30 - 34,23596085.79,5878
10406,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,35 - 39,17094228.08,5543
10407,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,40 - 44,17118471.21,5650
10408,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,45 - 49,3825993.72,3731
10409,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,50 - 54,13829429.35,3044
10410,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,55 - 59,20701376.88,5216
10411,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,60 - 64,20128344.05,4256
10412,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,65 - 69,9864480.21,2587
10413,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,70 - 74,,
10414,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,75 or older,,
10415,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,Rather not say,,
10416,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,Under 20,2719758.97,2504
10417,2003,1,YEMar 2003,Queenstown,Business,20 - 24,,
10418,2003,1,YEMar 2003,Queenstown,Business,25 - 29,,
10419,2003,1,YEMar 2003,Queenstown,Business,30 - 34,,
10420,2003,1,YEMar 2003,Queenstown,Business,35 - 39,,
10421,2003,1,YEMar 2003,Queenstown,Business,40 - 44,,
10422,2003,1,YEMar 2003,Queenstown,Business,45 - 49,,
10423,2003,1,YEMar 2003,Queenstown,Business,50 - 54,,
10424,2003,1,YEMar 2003,Queenstown,Business,55 - 59,,
10425,2003,1,YEMar 2003,Queenstown,Business,60 - 64,,
10426,2003,1,YEMar 2003,Queenstown,Business,65 - 69,,
10427,2003,1,YEMar 2003,Queenstown,Business,70 - 74,,
10428,2003,1,YEMar 2003,Queenstown,Business,75 or older,,
10429,2003,1,YEMar 2003,Queenstown,Business,Rather not say,,
10430,2003,1,YEMar 2003,Queenstown,Business,Under 20,,
10431,2003,1,YEMar 2003,Queenstown,Holiday / vacation,20 - 24,,
10432,2003,1,YEMar 2003,Queenstown,Holiday / vacation,25 - 29,,
10433,2003,1,YEMar 2003,Queenstown,Holiday / vacation,30 - 34,,
10434,2003,1,YEMar 2003,Queenstown,Holiday / vacation,35 - 39,,
10435,2003,1,YEMar 2003,Queenstown,Holiday / vacation,40 - 44,,
10436,2003,1,YEMar 2003,Queenstown,Holiday / vacation,45 - 49,,
10437,2003,1,YEMar 2003,Queenstown,Holiday / vacation,50 - 54,,
10438,2003,1,YEMar 2003,Queenstown,Holiday / vacation,55 - 59,,
10439,2003,1,YEMar 2003,Queenstown,Holiday / vacation,60 - 64,,
10440,2003,1,YEMar 2003,Queenstown,Holiday / vacation,65 - 69,,
10441,2003,1,YEMar 2003,Queenstown,Holiday / vacation,70 - 74,,
10442,2003,1,YEMar 2003,Queenstown,Holiday / vacation,75 or older,,
10443,2003,1,YEMar 2003,Queenstown,Holiday / vacation,Rather not say,,
10444,2003,1,YEMar 2003,Queenstown,Holiday / vacation,Under 20,,
10445,2003,1,YEMar 2003,Queenstown,Other,20 - 24,,
10446,2003,1,YEMar 2003,Queenstown,Other,25 - 29,,
10447,2003,1,YEMar 2003,Queenstown,Other,30 - 34,,
10448,2003,1,YEMar 2003,Queenstown,Other,35 - 39,,
10449,2003,1,YEMar 2003,Queenstown,Other,40 - 44,,
10450,2003,1,YEMar 2003,Queenstown,Other,45 - 49,,
10451,2003,1,YEMar 2003,Queenstown,Other,50 - 54,,
10452,2003,1,YEMar 2003,Queenstown,Other,55 - 59,,
10453,2003,1,YEMar 2003,Queenstown,Other,60 - 64,,
10454,2003,1,YEMar 2003,Queenstown,Other,65 - 69,,
10455,2003,1,YEMar 2003,Queenstown,Other,70 - 74,,
10456,2003,1,YEMar 2003,Queenstown,Other,75 or older,,
10457,2003,1,YEMar 2003,Queenstown,Other,Rather not say,,
10458,2003,1,YEMar 2003,Queenstown,Other,Under 20,,
10459,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,20 - 24,,
10460,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,25 - 29,,
10461,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,30 - 34,,
10462,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,35 - 39,,
10463,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,40 - 44,,
10464,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,45 - 49,,
10465,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,50 - 54,,
10466,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,55 - 59,,
10467,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,60 - 64,,
10468,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,65 - 69,,
10469,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,70 - 74,,
10470,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,75 or older,,
10471,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,Rather not say,,
10472,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,Under 20,,
10473,2003,1,YEMar 2003,Wellington,Business,20 - 24,120940.45,267
10474,2003,1,YEMar 2003,Wellington,Business,25 - 29,4281125.52,3299
10475,2003,1,YEMar 2003,Wellington,Business,30 - 34,9399141.38,2986
10476,2003,1,YEMar 2003,Wellington,Business,35 - 39,8048404.24,3404
10477,2003,1,YEMar 2003,Wellington,Business,40 - 44,6844495.4,4779
10478,2003,1,YEMar 2003,Wellington,Business,45 - 49,4596813.69,3900
10479,2003,1,YEMar 2003,Wellington,Business,50 - 54,13280735.42,4732
10480,2003,1,YEMar 2003,Wellington,Business,55 - 59,5322643.01,1665
10481,2003,1,YEMar 2003,Wellington,Business,60 - 64,1062346.42,883
10482,2003,1,YEMar 2003,Wellington,Business,65 - 69,1580291.42,858
10483,2003,1,YEMar 2003,Wellington,Business,70 - 74,,
10484,2003,1,YEMar 2003,Wellington,Business,75 or older,,
10485,2003,1,YEMar 2003,Wellington,Business,Rather not say,,
10486,2003,1,YEMar 2003,Wellington,Business,Under 20,,
10487,2003,1,YEMar 2003,Wellington,Holiday / vacation,20 - 24,3797735.69,1904
10488,2003,1,YEMar 2003,Wellington,Holiday / vacation,25 - 29,5849802.39,2744
10489,2003,1,YEMar 2003,Wellington,Holiday / vacation,30 - 34,4620611.34,1912
10490,2003,1,YEMar 2003,Wellington,Holiday / vacation,35 - 39,7496023.13,2401
10491,2003,1,YEMar 2003,Wellington,Holiday / vacation,40 - 44,7264739.07,2919
10492,2003,1,YEMar 2003,Wellington,Holiday / vacation,45 - 49,3128827.73,1914
10493,2003,1,YEMar 2003,Wellington,Holiday / vacation,50 - 54,14728065.13,4330
10494,2003,1,YEMar 2003,Wellington,Holiday / vacation,55 - 59,6127316.92,3245
10495,2003,1,YEMar 2003,Wellington,Holiday / vacation,60 - 64,10242408.87,2534
10496,2003,1,YEMar 2003,Wellington,Holiday / vacation,65 - 69,4057912.36,1411
10497,2003,1,YEMar 2003,Wellington,Holiday / vacation,70 - 74,,
10498,2003,1,YEMar 2003,Wellington,Holiday / vacation,75 or older,,
10499,2003,1,YEMar 2003,Wellington,Holiday / vacation,Rather not say,1042220.47,278
10500,2003,1,YEMar 2003,Wellington,Holiday / vacation,Under 20,275536.94,611
10501,2003,1,YEMar 2003,Wellington,Other,20 - 24,5293266.83,1038
10502,2003,1,YEMar 2003,Wellington,Other,25 - 29,489223.86,672
10503,2003,1,YEMar 2003,Wellington,Other,30 - 34,2462357.83,499
10504,2003,1,YEMar 2003,Wellington,Other,35 - 39,768312.23,586
10505,2003,1,YEMar 2003,Wellington,Other,40 - 44,2685980.34,1121
10506,2003,1,YEMar 2003,Wellington,Other,45 - 49,2807715.93,1224
10507,2003,1,YEMar 2003,Wellington,Other,50 - 54,1844752.25,683
10508,2003,1,YEMar 2003,Wellington,Other,55 - 59,1980434.69,731
10509,2003,1,YEMar 2003,Wellington,Other,60 - 64,1005406.19,637
10510,2003,1,YEMar 2003,Wellington,Other,65 - 69,,
10511,2003,1,YEMar 2003,Wellington,Other,70 - 74,,
10512,2003,1,YEMar 2003,Wellington,Other,75 or older,,
10513,2003,1,YEMar 2003,Wellington,Other,Rather not say,,
10514,2003,1,YEMar 2003,Wellington,Other,Under 20,393341.4,253
10515,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,20 - 24,2244866.77,1467
10516,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,25 - 29,10397513.17,5308
10517,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,30 - 34,15824348.93,3896
10518,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,35 - 39,5772663.24,2519
10519,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,40 - 44,9442739.56,2341
10520,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,45 - 49,3942213.76,3163
10521,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,50 - 54,15438146.07,4156
10522,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,55 - 59,16979447.37,4808
10523,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,60 - 64,7216738.55,3140
10524,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,65 - 69,35825943.84,1955
10525,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,70 - 74,,
10526,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,75 or older,,
10527,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,Rather not say,891910.18,575
10528,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,Under 20,471742.04,168
10529,2004,1,YEMar 2004,Auckland,Business,20 - 24,19662643.88,3780
10530,2004,1,YEMar 2004,Auckland,Business,25 - 29,61503827.24,22136
10531,2004,1,YEMar 2004,Auckland,Business,30 - 34,64497708.72,25317
10532,2004,1,YEMar 2004,Auckland,Business,35 - 39,80645273.15,29961
10533,2004,1,YEMar 2004,Auckland,Business,40 - 44,74577749.85,34337
10534,2004,1,YEMar 2004,Auckland,Business,45 - 49,77900729.26,29268
10535,2004,1,YEMar 2004,Auckland,Business,50 - 54,31654735.89,17604
10536,2004,1,YEMar 2004,Auckland,Business,55 - 59,12401423.4,7343
10537,2004,1,YEMar 2004,Auckland,Business,60 - 64,11501857.42,2957
10538,2004,1,YEMar 2004,Auckland,Business,65 - 69,13262782.29,3818
10539,2004,1,YEMar 2004,Auckland,Business,70 - 74,,
10540,2004,1,YEMar 2004,Auckland,Business,75 or older,,
10541,2004,1,YEMar 2004,Auckland,Business,Rather not say,623915.79,97
10542,2004,1,YEMar 2004,Auckland,Business,Under 20,873471.96,343
10543,2004,1,YEMar 2004,Auckland,Holiday / vacation,20 - 24,228941682.8,73017
10544,2004,1,YEMar 2004,Auckland,Holiday / vacation,25 - 29,383665773.4,116183
10545,2004,1,YEMar 2004,Auckland,Holiday / vacation,30 - 34,226707274.1,72747
10546,2004,1,YEMar 2004,Auckland,Holiday / vacation,35 - 39,213793248.7,65346
10547,2004,1,YEMar 2004,Auckland,Holiday / vacation,40 - 44,210668736,62465
10548,2004,1,YEMar 2004,Auckland,Holiday / vacation,45 - 49,187917068.7,45617
10549,2004,1,YEMar 2004,Auckland,Holiday / vacation,50 - 54,223270644.6,66417
10550,2004,1,YEMar 2004,Auckland,Holiday / vacation,55 - 59,226224621.6,67841
10551,2004,1,YEMar 2004,Auckland,Holiday / vacation,60 - 64,210987307.6,57220
10552,2004,1,YEMar 2004,Auckland,Holiday / vacation,65 - 69,352290676.6,76316
10553,2004,1,YEMar 2004,Auckland,Holiday / vacation,70 - 74,,
10554,2004,1,YEMar 2004,Auckland,Holiday / vacation,75 or older,,
10555,2004,1,YEMar 2004,Auckland,Holiday / vacation,Rather not say,457449.75,144
10556,2004,1,YEMar 2004,Auckland,Holiday / vacation,Under 20,67474732.76,22616
10557,2004,1,YEMar 2004,Auckland,Other,20 - 24,42946604.78,11013
10558,2004,1,YEMar 2004,Auckland,Other,25 - 29,79541338,10133
10559,2004,1,YEMar 2004,Auckland,Other,30 - 34,27008592.42,11100
10560,2004,1,YEMar 2004,Auckland,Other,35 - 39,92430778.91,12932
10561,2004,1,YEMar 2004,Auckland,Other,40 - 44,36454179.25,13740
10562,2004,1,YEMar 2004,Auckland,Other,45 - 49,82439704.92,18081
10563,2004,1,YEMar 2004,Auckland,Other,50 - 54,56820895.5,16903
